date,2303.TW,2308.TW,2317.TW,2324.TW,2330.TW,2345.TW,2356.TW,2357.TW,2368.TW,2376.TW,2379.TW,2382.TW,2408.TW,2421.TW,2454.TW,3017.TW,3034.TW,3037.TW,3131.TWO,3189.TW,3231.TW,3324.TWO,3380.TW,3443.TW,3529.TWO,3583.TW,3653.TW,3661.TW,3665.TW,3711.TW,5269.TW,5347.TWO,5483.TWO,6187.TWO,6213.TW,6274.TWO,6285.TW,6409.TW,6415.TW,6488.TWO,6669.TW,8016.TW,8046.TW,8299.TWO,8996.TW
2022-01-03,0.05457161210883816,0.00394975307165249,-0.019090087924543815,0.3719975916809939,-0.06908533020770569,-0.0027267326671259196,0.059746424048724524,0.019725964496595,-0.19047073239763906,-0.13578934724150715,0.21787758920507327,0.039648072524321065,0.3401425774943899,-0.33408086241859763,0.47655764073090234,0.2526010281511696,0.24076437423733885,-0.09367290883300505,-0.5509562220195228,-0.13241948335206893,0.2302610947109868,-0.03189425680487551,-0.36814583358099184,-0.24322374568629448,0.06875514403955152,-0.4952016710410899,-0.16139112007885864,-0.04757928670170719,-0.30710749455459163,0.056706410541177976,-0.15392153302787515,-0.03453424232686453,-0.1211861774506901,-0.22400969471124932,0.37779586411903227,0.12009882519194426,-0.1873762817274187,-0.2794434080868118,-0.09114827921285085,0.40213833734651966,-0.16188046213240448,-0.24797249950314398,0.13083265867946092,0.12596245295394531,-0.5383544410058843
2022-01-04,0.05598601096777582,0.04678024381584833,0.0028803521521803058,0.11248519684018579,-0.06368139328164815,-0.22697050253320142,0.08450336710518364,-0.09656342053276723,-0.1272749368917268,-0.06979556212911925,0.30640357894696724,-0.027888998571655776,0.26496384062541434,-0.2829128047694009,0.5744171851727725,0.06402850405194971,0.33511062338842157,-0.291987603244648,-0.558880230834213,-0.007071984291654454,0.2437016065989393,0.005114105668303948,-0.2952153768033766,-0.2772363184383957,0.10968635133190258,-0.12276393073041986,-0.2431682744180722,0.32847396234987064,-0.26007160248833083,0.05944792810702368,-0.24763094309730924,-0.0243503257009951,-0.14752275767119305,-0.3192058005752103,0.06995069552528543,0.06631139993007551,-0.1627124868681577,-0.13081205151713282,-0.34158561405416177,0.4159752600312632,-0.19052528006994784,-0.22980347943588703,0.18360553897174137,0.2647332911850047,-0.2290293251516228
2022-01-05,0.12004945275386732,0.11373734696791896,-0.06502741762580544,0.039502873807608,-0.02558903093011084,-0.27619981712617037,0.05388704463777933,-0.03608822530860184,-0.09616916535778525,-0.06964787540219591,0.46270603425726614,-0.00878161876665351,0.2783518520204632,-0.3421547085798702,0.5573457825423141,0.10703202732465128,0.25047246274761903,-0.2629780500832391,-0.36657755163272376,-0.04740310815327603,0.1662055974882758,-0.06521484902677505,-0.3435755480162179,-0.36757405475788035,0.15509329151796297,0.10900400211007727,-0.049779622553316916,0.2549652362388347,-0.2509887063078643,0.045680965794793416,-0.3623986059396165,0.020155037881701587,0.2748466410147859,-0.2962617154626224,0.2979799425007021,0.23766858884444386,-0.14807190629802894,-0.1035344770032236,0.0015781891143812898,0.4509072371785864,-0.2617691438378497,0.018095553474576254,0.0717117999280664,0.09329412101546147,-0.33496567932049126
2022-01-06,0.10512158083077816,0.16790202384859826,-0.006673083409912725,0.053996561851522434,-0.04032437929966998,-0.2032630237423221,0.059447604745144496,0.002339397150139977,-0.12190395470803067,-0.23170198635407288,0.3868997014352598,-0.010565662772983653,0.2338800415050633,-0.27250691674120453,0.2795515760806968,0.06588753520396007,0.24667527063631214,-0.48342603405412554,-0.41727384435225023,-0.0404170026871431,0.09361520717345653,0.22213005827699356,-0.2971643911062545,-0.5325352322479707,0.010919902415948923,-0.02023197789030834,-0.20843196836158773,-0.06255535833757547,-0.15865868771259103,-0.011562777726408263,-0.42846192503243635,0.05239913850391875,-0.09913854730554161,-0.07173572834569991,-0.03631263794131229,0.20791793749978554,-0.18541438401510546,-0.09898864225563503,-0.19373022817840768,0.39557098938942814,0.04141132074020859,-0.44875183756219883,0.19902620805694496,-0.10214660556275573,-0.27706395858109834
2022-01-07,0.03693638573687155,0.11611647120297716,-0.02260579579410041,0.004216124258246412,-0.03344102470524506,0.07188903890718426,0.06297917787620982,-0.10573121865689125,-0.14887435750694974,-0.14338332696632705,0.3090915696703689,-0.12519268245328974,0.23559684495972325,-0.2959941681805741,0.09782557523683488,-0.023713090506132684,-0.014880593223682903,-0.5439538615368862,-0.23353812088231163,-0.20444862423533322,0.0016403460188502555,0.2988452213934408,-0.3319344515673377,-0.5771225053746117,-0.015348653840217441,0.3801465858217924,-0.05471882327424443,-0.023086743813065025,-0.013208489459637318,0.05205121443756011,-0.441750419228595,-0.2566597020946806,0.21032023120480137,-0.21318957025085256,-0.25415072317515064,0.11887986744496432,-0.1368518394752566,-0.08122359608491642,-0.35785761299937147,0.2213780394793985,-0.23279627451823492,-0.28238180684621494,0.1729404709685363,-0.35043875908655847,-0.3276761097599763
2022-01-10,-0.0658841910070886,0.18109296059949498,-0.023450900546254504,-0.014405466933780198,-0.04344295371535173,-0.20414185723451145,0.0065927056977024,-0.08578298656984032,-0.18709264295584804,-0.20189979931759056,0.508872177418366,-0.1417602822011677,0.2660098487721744,-0.3752434948187685,-0.0667630550154128,0.1895184634538688,0.185929868005978,-0.03336666592987203,-0.1292508192173902,-0.49310963269041685,-0.034090033173496834,0.5176822078244316,-0.40543253875053253,-0.39967575425130486,-0.22391534320943635,-0.021361724232024593,0.06603677463547142,-0.06523528056863742,-0.06649863015542865,0.08672518222529177,-0.26595621448811396,-0.1402167604909924,-0.05517204623321964,-0.11797363158749291,-0.15498346083477743,0.17984678796527276,-0.09199853613432019,-0.0939986562891783,-0.21352265675986404,0.407801911955191,-0.258439619226596,-0.3375999945580922,-0.022917227972344578,-0.35301526729227956,-0.394810207410792
2022-01-11,-0.06701317493405656,0.2447506202381873,-0.020395827008849336,-0.1535305718698901,-0.03742413276617831,0.1324696810816919,0.04321125842480389,0.025200877752292683,-0.20051781976080021,-0.0863179947566079,0.3776386376313543,-0.1264286106245109,0.16515078723104545,-0.506002556106693,-0.2022325848437511,-0.08732354127793929,0.048599949898535555,0.03444671645025654,-0.14721724353100765,-0.6088222473071876,-0.03621571347729981,0.4311437439723279,-0.3341735701360606,-0.4979334751876331,-0.5048857542758511,0.5018028008534925,0.06454889192877933,-0.0275277369012093,-0.07432392573471253,-0.03558362049092434,-0.4898653223370411,-0.36584275372615394,0.11195106243677244,-0.02669395500696875,0.045937708948045664,-0.17213180350335883,-0.10851423197983284,-0.11851882321315249,-0.0871426194608162,0.041184561548653964,-0.09342374153031979,-0.2364796020182561,-0.013390148506496752,-0.20414607145379418,-0.30591234984909377
2022-01-12,0.05467290729926391,0.27676051144680747,-0.052364096701821336,-0.11109119021150321,-0.03182524161983894,0.1229743473348032,0.14719158958809847,0.007860472713186295,-0.23858242543112973,-0.0339027643348872,0.3088862143977328,-0.19371654974484442,0.1804863334729667,-0.43352544661051895,-0.18831854969299183,-0.08770338638742442,0.11898137129808467,-0.10420876230573356,-0.09083219335184367,-0.4406320575644007,-0.035505651308982325,0.22304304219670845,-0.2839996639586436,-0.3859390416641758,0.05467695897079927,0.16991315087541334,-0.022726459646977004,-0.06846431716420237,-0.1368653420644144,-0.04373579995255927,-0.12171950728514214,-0.22818962461599743,0.16983275985688084,0.039046331162277736,0.2017978239149444,-0.3521798103319995,-0.0817703356486463,-0.11256156316793015,-0.324987983797067,0.10168688181306063,-0.25133776717947487,-0.08319878515626355,-0.05115272556802852,-0.39436112734155726,-0.16089176053137041
2022-01-13,0.012253808508414336,0.1586693474613331,-0.06509654726728625,-0.17087328486139408,-0.016345469046283995,-0.0699554290012504,0.04287581115472072,0.026261068069619614,-0.24478436736024017,-0.05582412167585998,0.30237915970698925,-0.3097445513486841,0.15540510307812067,-0.4739432297298197,-0.054686760132643286,0.3191665729998856,0.14035612820880122,-0.2530852988999405,-0.044847685667044834,-0.2956450323021311,0.009158833764708774,0.15522244545425123,-0.15806881782396706,-0.40601476267334513,0.2769751208903554,0.44054455571365125,-0.03270308967945185,-0.0647554291329342,-0.059537143690726435,0.10514319485498608,-0.12388922977862715,-0.26696351823790565,-0.02805161544001511,0.06882796501960375,-0.019309153244543187,-0.33838727248103806,-0.19564281800949132,-0.15213559124292791,-0.29919405147374534,0.1310863005264823,-0.3292092426084694,-0.1582308877797111,-0.10933441025092525,-0.35998567555076466,-0.030631828252495552
2022-01-14,0.009898155627038822,0.14965192623295714,-0.06343764646733598,-0.3904592312995604,0.0057931941525372135,0.2072681985189382,0.11753963017192427,0.017214184780296293,-0.2792776605649538,-0.050648448262225254,0.2720384747397905,-0.30439079189342155,0.0520177628663194,-0.46706284641818224,-0.013120613130491399,0.34051978685930395,-0.2778270324230141,-0.2476862573461744,-0.1450413226441001,-0.22646279606541728,0.03735325287279183,0.17171848744042867,-0.16223807022958575,-0.37898714640874603,0.1666747911122975,-0.15778807616906504,-0.051890607341723405,-0.33694979374027356,0.060361533938749545,-0.02342333237534744,-0.5181670182108202,-0.2610447974831006,-0.2591461926023405,-0.2594099352607592,0.031215489930099982,-0.3741505988346586,-0.24370669964803532,-0.12145230801509921,-0.2792903126293348,-0.02501036764546405,-0.30517084133898975,-0.039797244229114015,-0.07368574288909874,-0.2989945800692537,-0.06530752745408389
